product_name,ingredients_text,serving_size
Mixed Vegetable,"Water, carrots, potatoes, celery, sweet peas, green beans, corn, lima beans, salt, calcium chloride(to maintain firmness),onion flavoring.",125 g (0.5 cup)
Small Whole White Potatoes,"Potatoes, water, salt, calcium chloride, disodium edta (to maintain color).",155 g (155 g)
Tomato Sauce,"Tomato concentrate (water, tomato paste), salt, onion powder, garlic powder, citric acid, spices, natural flavors, dried bell pepper.",61 g (0.25 cup)
Stems & Pieces Mushrooms,"Mushrooms, water, salt, citric acid, and ascorbic acid.",130 g (0.5 cup)
Red Kidney Beans,"Ingredients: prepared red kidney beans, water, sugar, salt, calcium chloride (firming agent), disodium edta (to promote color retention).",130 g (0.5 cup)
"Juice Cocktail, Cranberry Apple","Water, high fructose corn syrup, apple juice concentrate, cranberry juice concentrate, fumaric acid, natural flavor, ascorbic acid (vitamin c).",240 ml (8 fl oz)
"Juice Cocktail, Cranberry","Water, high fructose corn syrup, cranberry juice concentrate, natural flavor, citric acid, malic acid, ascorbic acid (vitamin c).",240 ml (8 fl oz)
Microwave Popcorn,"Popcorn, partially hydrogenated soybean oil, salt, natural and artificial flavor, color (yellow 6 lake, beta carotene).",33 g (2 Tbsp)
"Microwave Popcorn, Theater Butter","Popcorn, partially hydrogenated soybean oil, salt, natural and artificial flavor, color (annatto extract)",33 g (2 Tbsp)
Shortening,"Prepared from meat fats and vegetable oils with mono and diglycerides, bha and bht added to help protect flavor",11 g (1 Tbsp)
Jelly,"Apple juice (water and apple juice concentrate), high fructose corn syrup, corn syrup, pectin, and citric acid.",20 g (1 Tbsp)
All Purpose Flour Bleached & Enriched,"Bleached enriched wheat flour (niacin, iron (reduced), thiamine mononitrate, riboflavin, folic acid), malted barley flour.",30 g (0.25 cup)
"Jelly, Grape","Corn syrup, high fructose corn syrup, grape juice (water, grape juice concentrate), fruit pectin, citric acid, sodium citrate.",20 g (1 Tbsp)
"Preserves, Strawberry","Corn syrup, strawberries, fruit pectin, citric acid and sodium citrate.",20 g (1 Tbsp)
Creamy Peanut Butter,"Peanuts, dextrose, fully hydrogenated vegetable oils (rapeseed, cottonseed and soybean) salt and corn syrup.",32 g (2 Tbsp)
Crunchy Peanut Butter,"Peanuts, dextrose, hydrogenated vegetable oil (rapeseed, cottonseed, soybean), sugar, and salt.",32 g (2 Tbsp)
Syrup,"Corn syrup, high fructose corn syrup, water, natural and artificial flavors, caramel color, potassium sorbate (as a preservative), citric acid.",60 ml (0.25 cup)
Evaporated Filled Milk,"Nonfat milk, palm oil, contains 0.5% or less of: dipotassium phosphate, carrageenan, vitamin a palmitate, vitamin d3.",30 ml (2 Tbsp)
Iodized Salt,"Salt, potassium iodide, dextrose, sodium bicarbonate and yellow prussiate of soda.",1.5 g (0.25 tsp)
Seafood Seasoning,"Salt, paprika (color and spice), black pepper, celery, mustard, mace, cinnamon, ginger, allspice, and bay.",0.9 g (0.25 tsp)
Cajun Seasoning,"Salt, paprika (color), black pepper, cayenne pepper, garlic powder, onion powder, oregano, thyme, and silicon dioxide.",0.9 g (0.25 tsp)
Garlic Salt,"Salt, garlic powder, tri-calcium phosphate",1.3 g (0.25 tsp)
Onion Salt,"Salt, onion powder, and tricalcium phosphate.",1.1 g (0.25 tsp)
"Juice Cocktail, Apple","Water, high fructose corn syrup, apple juice concentrate, malic acid, natural and artificial flavors, ascorbic acid (vitamin c), caramel color.",240 ml (8 fl oz)
Dill Sauce,"Canola oil, mustard, sugar, egg yolks, vinegar, lemon juice, dill weed, sea salt and spices.",28 g (1 ONZ)
Thai Sweet Chili Sauce,"Sugar, water, white vinegar, peppadew peppers,red bell peppers cornstarch, spirit vinegar, garlic sea salt, crushed red peppers, citric acid.",35 g (2 Tbsp)
Hot Pepper Raspberry Chipotle Sauce,"Raspberries, sugar, water, cornstarch, lemon juice (from concentrate), chipotle peppers, natural flavoring, chili peppers.",39 g (2 Tbsp)
Horseradish Sauce,"Soybean oil, water, corn syrup, distilled white vinegar, egg yolks, modified cornstarch, horseradish, salt, natural flavoring, xanthan gum.",5 g (1 tsp)
Gourmet Blackberry Chipotle Sauce,"Blackberries, brown sugar, white vinegar, water, white sugar, corn starch, cornstarch, chipotle peppers, natural flavors",38 g (2 Tbsp)
Isle Onion Dill Horseradish Dip,"Soybean oil, water, corn syrup, vinegar, egg yolks, modified cornstarch, horseradish, salt, natural flavoring and color, dillweed, onions, xanthan gum.",30 g (2 Tbsp)
Red Raspberry Preserves,"Raspberries, sugar, water, pectin, lemon juice (from concentrate), monocalcium phosphate monohydrate, citric acid.",19 g (1 Tbsp)
Pear Ginger Preserbes,"Sugar, pears, apples, ginger, water, pectin, lemon juice (from concentrate), monocalcium phosphate monohydrate (leavening agent), citric acid, ascorbic acid.",14 g (1 Tbsp)
Mixed Berry Preserves,"Sugar, blueberries, strawberries, raspberries, water, pectin lemon juice (from concentrate), monocalcium phosphate monohydrate, citric acid.",19 g (1 Tbsp)
Stone Fruit Preserves,"Sugar, cherries, peaches (peaches, ascorbic acid, citric acid), apricots, water, pectin, lemon juice (from concentrate), monocalcium phosphate monohydrate.",19 g (1 Tbsp)
Fruit Spread,"Sugar, strawberries, lime juice (contains sulfites), water, basil, pectin, monocalcium phosphate monohydrate (leavening agent), citric acid.",21 g (1 Tbsp)
Blackberry Tea & Sage Fruit Spread,"Sugar, blackberries, water, lemon juice (from concentrate), black tea, pectin, sage, monocalcium phosphate monohydrate (leavening agent), citric acid.",21 g (1 Tbsp)
Apricot Fruit Spread,"Sugar, apricots, water, pectin, citric acid, monocalcium phosphate monohydrate (leavening agent).",17 g (1 Tbsp)
Pineapple Glaze,"Water, sugar, cornstarch, pineapple juice concentrate, lemon juice concentrate, natural flavor.",35 g (2 Tbsp)
Strawberry Glaze,"Water, sugar, cornstarch, strawberry juice concentrate, lime juice concentrate, natural flavor, citric acid.",40 g (2 Tbsp)
Blueberry Glaze,"Water, sugar, blueberry juice concentrate, cornstarch, lemon juice concentrate, xanthan gum, citric acid, natural flavor.",35 g (2 Tbsp)
"Dessert Topping, Dark Chocolate Sauce","Corn syrup, sugar, cream, chocolate liquor, sweetened condensed milk, water, unsalted butter, honey, vanilla extract, sea salt, soy lecithin.",30 g (2 Tbsp)
"Organic Dip, Blueberry Lemon Ginger","Blueberries*, water, sugar*, ginger*, cornstarch*, lemon juice concentrate*.",36 g (2 Tbsp)
Organic Hot Cherry Merlot Dip,"Cherries*, sugar*, water, cornstarch*, merlot wine*, habanero peppers*.",39 g (2 Tbsp)
"Classic Shortbread Cookie Mix, Gourmet Dessert Mix","Wheat flour (wheat flour, malted barley flour), confectioner's sugar (sugar, corn starch), vanilla powder, salt.",28 g (0.08 DRY MIX | APPROX)
"Taste Nirvana, Real Coco Aloe","Natural coconut water, aloe vera.",9.5 ml (1 BOTTLE)
Real Thai Tea Latte,"Brewed thai tea (water, thai tea), natural cane sugar, full cream milk powder",9.5 ml (1 BOTTLE)
Real Thai Coffee Latte,"Brewed thai coffee (water, thai coffee), natural cane juice, full cream milk powder",9.5 ml (1 BOTTLE)
Thai Coffee,"Brewed thai coffee (water, thai coffee), natural cane sugar, full cream milk powder, soy lecithin.",9.5 ml (1 BOTTLE)
"Taste Nirvana, Young Coconut Juice","Coconut juice. coconut meat, natural cane sugar, sodium metabisulfite (e223) (as anti-oxidant).",9.5 ml (1 BOTTLE)
"Taste Nirvana, Roasted Young Coconut Juice","Coconut juice, coconut meat, natural cane sugar, sodium metabisulfite (e223) (as anti-oxidant)",9.5 ml (1 BOTTLE)
"Taste Nirvana, Real Coconut Water With Pulp","Natural coconut water, coconut pulp.",9.5 ml (1 BOTTLE)
All Natural Sweet Chilli Sauce,"Water, cane sugar, fructose, red chilli, vinegar, garlic, tapioca starch, acetic acid, salt.",25 g (0.88 oz)
"Taste Nirvana, Coco Motion, Coconut Water","Natural coconut water, natural coconut nectar, lime juice, citric acid, sea salt, natural lime flavor.",480 ml (1 CAN)
"Taste Nirvana, Coconut Water, Thai Chili","Natural coconut water, chili extract",9.5 ml (1 BOTTLE)
"Taste Nirvana, Real Coconut Water","Coconut water, matcha green tea.",9.5 ml (1 BOTTLE)
"Chukar Cherries, Dried Northwest Rainier Cherries",Dried rainier cherries with nothing added.,40 g (4 Tbsp)
"Chukar Cherries, Berry & Pistachio Mix","Dried cranberries (cranberries, sugar, sunflower oil), roasted pistachios, dried bing cherries.",40 g (4 Tbsp)
"Chukar Cherries, Dessert Sauce, Vanilla Peach","Peaches, sugar, cherries, water, modified food starch, lemon juice concentrate, natural flavors, salt, ginger.",17 g (1 Tbsp)
Peach Cherry Salsa,"Peaches, cherries, diced tomatoes, onion. jalapeno, tomato paste, garlic, salt, cilantro, sugar, lemon juice concentrate, water.",17 g (1 Tbsp)
Pie & Cobbler Filling,"Cherries, sugar, water, modified food starch, lemon juice concentrate, salt.",140 g (0.5 cup)
Plain Lowfat Yogurt,"Cultured pasteurized grade a lowfat milk, nonfat milk solids, pectin. contains active lactobacillus bulgaricus and streptococcus thermophilus cultures.",198 g (198 g)
"Lowfat Yogurt, Coffee","Cultured pasteurized grade a lowfat milk, sugar, nonfat milk solids, coffee. contains active lactobacillus bulgaricus and streptococcus thermophilus cultures.",198 g (198 g)
"The Original Candy Canes, Peppermint","Sugar, corn syrup, peppermint oil, red 40, red 40 lake.",14 g (14 g)
"12 Candy Canes, Cherry Artificially Flavored","Sugar, corn syrup, citric acid, artificial flavor, yellow 5, blue 1, red 40, yellow 6, red 40 lake.",14 g (14 g)
Cinnamon Jelly Hearts,"Corn syrup, sugar, modified food starch (corn), cornstarch, artificial flavor, red 40.",37 g (5 PIECES)
"Holiday Spicettes Jelly Drops Candy, Cinnamon And Wintergreen","Corn syrup, sugar, modified food starch (corn), cornstarch, artificial flavor, red 40, yellow 5, blue 1.",39 g (39 g)
12 Candy Canes,"Corn syrup, sugar, citric acid, artificial flavor, blue 1.",14 g (14 g)
"Assortment Of Mixed Hard Candies, Holiday Mix","Sugar, corn syrup, citric acid, titanium dioxide [color], red 40, yellow 5, blue 1, red 3, natural and artificial flavors.",16 g (16 g)
Jube Jel Cherry Hearts,"Corn syrup, sugar, modified corn starch, artificial flavors, sodium citrate, mineral oil*, red 40, beeswax*.",40 g (5 PIECES)
"Star Brites, Peppermint Candy","Corn syrup, sugar, peppermint oil, titanium dioxide {color], red 40, red 3, yellow 6, blue 1.",15 g (15 g)
Candy Canes,"Corn syrup, sugar, artificial flavor, red 40, red 40 lake, yellow 6.",14 g (14 g)
Milk Chocolate,"Milk chocolate (sugar, whole milk powder, cocoa butter, chocolate liquor, lactose, soy lecithin [an emulsifier], butter oil, salt, vanilla extract.",38 g (38 g)
Conversation Hearts Candy,"Sugar, corn syrup, cornstarch, glycerin, gelatin, artificial flavor, blue 1, yellow 5, yellow 6, red 3, red 40.",15 g (12 PIECES)
Conversation Hearts Candy,"Sugar, corn syrup, cornstarch, glycerin, gelatin, artificial flavor, red 3, yellow 5, yellow 6, blue 1, red 40.",15 g (10 PIECES)
Lemon Drops,"Sugar, corn syrup, lemon juice from concentrate, citric acid, titanium dioxide (color). malic acid, lemon oil, yellow 5.",14 g (14 g)
Hard Candy,"Corn syrup, sugar, artificial and natural cinnamon flavors, red 40, red 3, blue 1, yellow 6.",18 g (3 PIECES)
"Hard Candy, Cinnamon","Isomalt*, maltitol syrup*, natural and artificial flavors, red 40, blue 1, yellow 5, yellow 6, red 3, sucralose (splenda brand).",17 g (17 g)
"Sugar Free Lemon Drops Hard Candy, Lemon","Isomalt*, citric acid, natural lemon oil, titanium dioxide [color], yellow 5, sucralose (splenda brand).",17 g (17 g)
"Brachs, Milk Chocolate Stars","Milk chocolate (sugar, whole milk powder, cocoa butter, chocolate liquor, lactose, soy lecithin [an emulsifier], butter oil, salt, vanilla extract).",38 g (38 g)
"Star Brites Candy, Peppermint","Corn syrup, sugar, peppermint oil, titanium dioxide [color], red 40, red 3, yellow 6, blue 1.",15 g (15 g)
Candy Corn,"Sugar, corn syrup, confectioner's glaze, salt, dextrose, artificial flavors, gelatin, honey, yellow 6, sesame oil, yellow 5, red 3.",39 g (19 PIECES)
Classic Candy Corn,"Sugar, corn syrup, confectioner's glaze, salt, dextrose, gelatin, sesame oil, artificial flavor, , yellow 6, yellow 5, red 3.","39 g (19 PIECES, PER CONTAINER ABOUT)"
"St. Michael's, Premium Chicharon, Fried Pork Rinds","Pork rinds, salt, monosodium glutamate.",28 g (1 ONZ)
"D'Arbo, Fruit Spread, Rose Apricot","Apricots, sugar, fruit pectin, lemon juice concentrate.",21 g (1 Tbsp)
"D'Arbo, All Natural Fruit Spread, Garden Strawberry","Strawberries, sugar, fruit pectin, lemon juice concentrate.",21 g (1 Tbsp)
Wild Lingonberry Sauce,"Lingonberries, sugar, fruit pectin, lemon juice concentrate.",42 g (2 Tbsp)
"Darbo, Fruit Syrup, Black Currant","Sugar, black currant juice, concentrated black currant juice, citric acid, natural flavor.",30 ml (2 Tbsp)
"D'Arbo, Fruit Spread, Marasque Sour Cherry","Sour cherries, sugar, fruit pectin, lemon juice concentrate.",21 g (1 Tbsp)
Green Chili Pickle In Oil,"Green chilli (70%), corn oil, salt (11%), mustard (6%), ginger, turmeric, spices, lime juice, acetic acid, preservative, sodium benzoate (e211).",20 g (1 Tbsp)
Hot Mango Pickle Relish In Oil,"Mango (65%), salt (11%), corn oil, red chilli powder, fenugreek, mustard, turmeric, spices, acetic acid, preservative sodium benzoate (e211).",20 g (1 Tbsp)
Home Style Green Chilli Pickle In Oil,"Green chilli (70%), corn oil, salt (11%), mustard (6%), ginger, turmeric, spices, lime juice, acetic acid, preservative sodium benzoate (e211).",20 g (1 Tbsp)
"Shredded Mango Pickle, Mango","Sugar (55%), mango (42%), salt, fennel, cumin, clove, cinnamon, cardamom, cardamon, red chili powder, citric acid.",20 g (1 Tbsp)
Home Style Gor-Keri Pickle,"Mango (45%), sugar (30%), jaggery (10%), corn oil, salt, fenugreek, red chilli powder, spices, citric acid, preservative sodium benzoate (e211).",20 g (1 Tbsp)
Pickle In Oil,"Lime (70%), salt (12%), corn oil, fenugreek, red chilli powder, mustard, spices, turmeric, acetic acid, preservative sodium benzoate (e211).",20 g (1 Tbsp)
Chutney,"Sugar (55%), mangoes (42%), salt, acetic acid, spices, garlic, sodium benzoate (preservative e211).",20 g (1 Tbsp)
Indian Gourmet Dry Dates,"Dry dates, potassium metabisulfite (preservative)",50 g (1.75 ONZ)
Berry Kerda Pickle In Oil,"Kerda (berry) (70%), corn oil, salt (11%), mustard, turmeric, spices, acetic acid, preservative sodium benzoate (e211).",20 g (1 Tbsp)
Mango Titbit Katki Pickle,"Sugar (55%), mango (42%), salt, cumin, red chilli powder.",20 g (1 Tbsp)
"Home Style, Ginger Paste","Ginger (80%), salt (8%), acetic acid, emulsifier xanthan gum (e415), preservative sodium benzoate (e211).",16 g (1 Tbsp)
Indian Gourmet Gota Mix,"Chick pea flour, sugar, salt, spices, sodium bicarbonate, black pepper, coriander seeds, citric acid, caraway, fennel seeds.",50 g (1.75 ONZ)
Khaman Mix,"Chickpea flour (80%), sugar (8%), salt, citric acid, sodium bicarbonate.",25 g (0.25 cup)
Dal Vada Mix,"Split moong beans, salt, sodium bicarbonate citric acid.",50 g (1.75 ONZ)
Dahi Vada Mix,"Matpe beans, moong beans, salt, sodium bicarbonate, citric acid.",50 g (1.75 ONZ)
Indian Gourmet Dhokla Mix,"Rice flour (55%) chickpea flour (19%), matpe beans flour (urad dal) (18%), salt, citric acid. sodium bicarbonate.",25 g (0.25 cup)
Dosa Mix,"Rice flour (64%), matpe beans flour (urad dal) (15%), wheat flour (15%), salt, citric acid, sodium bicarbonate.",25 g (0.25 cup)
Gulab Jamun Mix,"Wheat flour, skimmed milk powder, hydrogenated vegetable oil, sodium bicarbonate, citric acid.",50 g (1.75 ONZ)
Idli Mix,"Rice flour (72%), matpe beans flour (urad dal) (19%), salt, citric acid, sodium bicarbonate.",25 g (0.25 cup)
Ginger Garlic Paste,"Ginger (40%), garlic (40%), salt (8%), acetic acid, emulsifier xanthan gum (e415), preservative sodium benzoate (e211).",16 g (1 Tbsp)
Tandoori Naan,"Wheat flour, water, milk, sunflower oil, salt, yeast.",85 g (85 g)
"Mirch Masala, Puff Plain","Wheat flour, water, margarine (palm oil), sugar, salt, baking soda.",80 g (1 PIECE)
10 Aloo Puri,"Filling: potatoes, spices, soybean oil, salt, water, green chilli, coriander leaves. pastry: wheat flour, soybean oil, salt, water.",45 g (1 PIECE)
"Nectar, Pomegranate","Water, pomegranate juice (35%), sugar (7%),glucose, aronia juice concentrate,citric acid, salt, ascorbic acid.",200 ml (6.76 fl oz)
Dahi Homestyle Lowfat Yogurt,"Cultured, pasteurized skim milk, skim milk powder, cream.",227 g (1 cup)
Low Fat Lassi,"Cultured pasteurized low fat milk, mango puree, sugar, pectin, vitamins & minerals added.",295 ml (1 BOTTLE)
Low Fat Lassi,"Cultured pasteurized skim milk & cream, whey protein, sugar, modified corn starch, natural rose flavor, vitamins & minerals.",236 ml (8 fl oz)
Indian Gourmet Paneer,"Pasteurized whole milk, skim milk, vinegar, salt.",28 g (1 ONZ)
Indian Gourmet Chapati,"Wheat flour (56%), water, milk (5%), corn oil, salt.",26 g (1 PIECE)
Kesar Mango Pulp,"Kesar mango pulp, sugar, water, citric acid.",100 g (1 cup)
"Udupi, Jaggery Powder","Unrefined cane sugar (99%), salt, sulphite.",15 g (1 Tbsp)
"Jaggery Ball, Unrefined Cane Sugar","Unrefined cane sugar (99%), salt, sulfite.",28 g (0.25 cup)
Crispy Fried Onions,"Onions, palm oil, wheat flour, salt.",15 g (3 Tbsp)
